date,restaurant_id,restaurant_name,day_of_week,is_weekend,is_holiday,promo_flag,rain_index,customer_count,avg_ticket_vnd,raw_material_kg,revenue_vnd
2025-06-07,S06,Riverbank Seafood,5,1,0,0,0.426,231,186291.0,174.56,43033332.0
2025-06-08,S06,Riverbank Seafood,6,1,0,0,0.172,217,183180.0,170.38,39749999.0
2025-06-09,S06,Riverbank Seafood,0,0,0,0,0.427,159,188316.0,117.73,29942170.0
2025-06-10,S06,Riverbank Seafood,1,0,0,0,0.266,182,182053.0,125.15,33133574.0
2025-06-11,S06,Riverbank Seafood,2,0,0,0,0.437,156,190585.0,116.42,29731249.0
2025-06-12,S06,Riverbank Seafood,3,0,0,0,0.355,163,201609.0,113.49,32862208.0
2025-06-13,S06,Riverbank Seafood,4,0,0,0,0.43,169,192744.0,120.97,32573729.0
2025-06-14,S06,Riverbank Seafood,5,1,0,1,0.368,267,180621.0,189.42,48225730.0
2025-06-15,S06,Riverbank Seafood,6,1,0,0,0.24,223,193369.0,164.73,43121314.0
2025-06-16,S06,Riverbank Seafood,0,0,0,0,0.051,171,186155.0,136.7,31832508.0
2025-06-17,S06,Riverbank Seafood,1,0,0,0,0.778,134,194327.0,101.52,26039845.0
2025-06-18,S06,Riverbank Seafood,2,0,0,0,0.309,169,190004.0,122.62,32110610.0
2025-06-19,S06,Riverbank Seafood,3,0,0,1,0.509,174,193532.0,127.05,33674624.0
2025-06-20,S06,Riverbank Seafood,4,0,0,0,0.371,160,188488.0,105.14,30158147.0
2025-06-21,S06,Riverbank Seafood,5,1,0,0,0.218,199,182231.0,145.72,36263959.0
2025-06-22,S06,Riverbank Seafood,6,1,0,0,0.0,215,198886.0,150.61,42760524.0
2025-06-23,S06,Riverbank Seafood,0,0,0,1,0.589,174,197765.0,104.44,34411164.0
2025-06-24,S06,Riverbank Seafood,1,0,0,0,0.507,165,184054.0,106.23,30368963.0
2025-06-25,S06,Riverbank Seafood,2,0,0,1,0.325,180,198169.0,128.92,35670502.0
2025-06-26,S06,Riverbank Seafood,3,0,0,0,0.485,139,187416.0,106.31,26050843.0
2025-06-27,S06,Riverbank Seafood,4,0,0,0,0.597,135,173738.0,96.34,23454576.0
2025-06-28,S06,Riverbank Seafood,5,1,0,0,0.354,186,189842.0,125.57,35310682.0
2025-06-29,S06,Riverbank Seafood,6,1,0,0,0.625,170,190003.0,129.41,32300428.0
2025-06-30,S06,Riverbank Seafood,0,0,0,0,0.539,137,195502.0,106.77,26783832.0
2025-07-01,S06,Riverbank Seafood,1,0,0,0,0.013,144,195292.0,99.78,28122107.0
2025-07-02,S06,Riverbank Seafood,2,0,0,0,0.367,137,198548.0,97.56,27201084.0
2025-07-03,S06,Riverbank Seafood,3,0,0,0,0.56,116,187832.0,87.68,21788481.0
2025-07-04,S06,Riverbank Seafood,4,0,0,1,0.673,133,177156.0,100.18,23561746.0
2025-07-05,S06,Riverbank Seafood,5,1,0,1,0.341,216,195664.0,147.93,42263332.0
2025-07-06,S06,Riverbank Seafood,6,1,0,0,0.418,183,181139.0,130.2,33148387.0
2025-07-07,S06,Riverbank Seafood,0,0,0,0,0.464,127,185851.0,98.29,23603113.0
2025-07-08,S06,Riverbank Seafood,1,0,0,0,0.322,115,184576.0,85.36,21226291.0
2025-07-09,S06,Riverbank Seafood,2,0,0,0,0.5,128,205867.0,88.02,26350928.0
2025-07-10,S06,Riverbank Seafood,3,0,0,0,0.17,125,182595.0,90.51,22824389.0
2025-07-11,S06,Riverbank Seafood,4,0,0,0,0.688,120,206274.0,84.55,24752840.0
2025-07-12,S06,Riverbank Seafood,5,1,0,0,0.591,141,184262.0,104.69,25980939.0
2025-07-13,S06,Riverbank Seafood,6,1,0,0,0.342,154,189918.0,117.56,29247357.0
2025-07-14,S06,Riverbank Seafood,0,0,0,0,0.214,113,183847.0,83.28,20774720.0
2025-07-15,S06,Riverbank Seafood,1,0,0,0,0.483,109,173198.0,80.46,18878607.0
2025-07-16,S06,Riverbank Seafood,2,0,0,0,0.518,107,182492.0,77.75,19526639.0
2025-07-17,S06,Riverbank Seafood,3,0,0,0,0.53,113,192727.0,72.81,21778182.0
2025-07-18,S06,Riverbank Seafood,4,0,0,0,0.0,140,201608.0,103.18,28225139.0
2025-07-19,S06,Riverbank Seafood,5,1,0,0,0.07,161,203622.0,116.83,32783171.0
2025-07-20,S06,Riverbank Seafood,6,1,0,0,0.028,175,189467.0,112.72,33156789.0
2025-07-21,S06,Riverbank Seafood,0,0,0,0,0.124,115,191576.0,80.3,22031214.0
2025-07-22,S06,Riverbank Seafood,1,0,0,0,0.396,118,187285.0,100.48,22099668.0
2025-07-23,S06,Riverbank Seafood,2,0,0,0,0.199,103,188397.0,66.51,19404876.0
2025-07-24,S06,Riverbank Seafood,3,0,0,1,0.0,137,179730.0,96.38,24623077.0
2025-07-25,S06,Riverbank Seafood,4,0,0,0,0.841,85,188858.0,58.54,16052895.0
2025-07-26,S06,Riverbank Seafood,5,1,0,0,0.237,152,186291.0,124.21,28316198.0
2025-07-27,S06,Riverbank Seafood,6,1,0,0,0.178,141,183906.0,106.39,25930741.0
2025-07-28,S06,Riverbank Seafood,0,0,0,1,0.112,121,195190.0,93.57,23618038.0
2025-07-29,S06,Riverbank Seafood,1,0,0,0,0.486,97,196039.0,65.04,19015798.0
2025-07-30,S06,Riverbank Seafood,2,0,0,0,0.467,88,189504.0,63.81,16676323.0
2025-07-31,S06,Riverbank Seafood,3,0,0,1,0.568,118,191482.0,82.71,22594876.0
2025-08-01,S06,Riverbank Seafood,4,0,0,0,0.261,97,209898.0,70.6,20360117.0
2025-08-02,S06,Riverbank Seafood,5,1,0,0,0.239,142,195778.0,106.95,27800486.0
2025-08-03,S06,Riverbank Seafood,6,1,0,0,0.587,133,192152.0,95.1,25556156.0
2025-08-04,S06,Riverbank Seafood,0,0,0,0,0.199,90,189595.0,58.03,17063543.0
2025-08-05,S06,Riverbank Seafood,1,0,0,0,0.187,91,188379.0,65.67,17142496.0
2025-08-06,S06,Riverbank Seafood,2,0,0,1,0.367,106,186603.0,72.78,19779872.0
2025-08-07,S06,Riverbank Seafood,3,0,0,0,0.0,95,186436.0,70.12,17711455.0
2025-08-08,S06,Riverbank Seafood,4,0,0,0,0.28,89,198133.0,65.36,17633798.0
2025-08-09,S06,Riverbank Seafood,5,1,0,1,0.283,149,180874.0,106.77,26950243.0
2025-08-10,S06,Riverbank Seafood,6,1,0,0,0.303,142,186863.0,105.0,26534580.0
2025-08-11,S06,Riverbank Seafood,0,0,0,0,0.486,91,185531.0,65.3,16883364.0
2025-08-12,S06,Riverbank Seafood,1,0,0,0,0.151,97,185790.0,59.73,18021591.0
2025-08-13,S06,Riverbank Seafood,2,0,0,1,0.22,99,202471.0,70.67,20044618.0
2025-08-14,S06,Riverbank Seafood,3,0,0,0,0.134,71,188735.0,52.23,13400218.0
2025-08-15,S06,Riverbank Seafood,4,0,0,0,0.284,82,176037.0,60.67,14435051.0
2025-08-16,S06,Riverbank Seafood,5,1,0,1,0.775,116,182836.0,83.27,21208943.0
2025-08-17,S06,Riverbank Seafood,6,1,0,0,0.467,104,180424.0,67.53,18764138.0
2025-08-18,S06,Riverbank Seafood,0,0,0,0,0.657,73,196181.0,55.75,14321217.0
2025-08-19,S06,Riverbank Seafood,1,0,0,0,0.217,81,199174.0,60.17,16133074.0
2025-08-20,S06,Riverbank Seafood,2,0,0,0,0.287,75,189098.0,53.83,14182325.0
2025-08-21,S06,Riverbank Seafood,3,0,0,1,0.0,95,189396.0,62.77,17992604.0
2025-08-22,S06,Riverbank Seafood,4,0,0,0,0.235,73,204051.0,55.75,14895704.0
2025-08-23,S06,Riverbank Seafood,5,1,0,0,0.456,95,205195.0,71.69,19493550.0
2025-08-24,S06,Riverbank Seafood,6,1,0,0,0.1,108,189575.0,71.09,20474143.0
2025-08-25,S06,Riverbank Seafood,0,0,0,1,0.326,89,193357.0,61.74,17208793.0
2025-08-26,S06,Riverbank Seafood,1,0,0,0,0.28,68,185955.0,52.28,12644922.0
2025-08-27,S06,Riverbank Seafood,2,0,0,0,0.654,81,184386.0,48.1,14935244.0
2025-08-28,S06,Riverbank Seafood,3,0,0,0,0.312,62,185526.0,43.53,11502596.0
2025-08-29,S06,Riverbank Seafood,4,0,0,1,0.412,91,193756.0,64.3,17631803.0
2025-08-30,S06,Riverbank Seafood,5,1,0,0,0.492,95,197576.0,67.33,18769684.0
2025-08-31,S06,Riverbank Seafood,6,1,0,0,0.497,83,181374.0,56.87,15054080.0
2025-09-01,S06,Riverbank Seafood,0,0,0,0,0.512,75,179694.0,52.06,13477053.0
2025-09-02,S06,Riverbank Seafood,1,0,1,0,0.539,79,186734.0,52.06,14751989.0
2025-09-03,S06,Riverbank Seafood,2,0,0,1,0.348,70,188028.0,53.81,13161939.0
2025-09-04,S06,Riverbank Seafood,3,0,0,0,0.212,77,190576.0,57.67,14674343.0
2025-09-05,S06,Riverbank Seafood,4,0,0,0,0.373,60,196320.0,46.21,11779190.0
2025-09-06,S06,Riverbank Seafood,5,1,0,0,0.143,100,187280.0,68.74,18727969.0
2025-09-07,S06,Riverbank Seafood,6,1,0,0,0.546,85,188059.0,64.28,15985020.0
2025-09-08,S06,Riverbank Seafood,0,0,0,0,0.265,56,193118.0,40.12,10814596.0
2025-09-09,S06,Riverbank Seafood,1,0,0,0,0.549,54,202100.0,35.61,10913406.0
2025-09-10,S06,Riverbank Seafood,2,0,0,0,0.24,53,186300.0,42.21,9873921.0
2025-09-11,S06,Riverbank Seafood,3,0,0,0,0.222,45,176918.0,31.36,7961294.0
2025-09-12,S06,Riverbank Seafood,4,0,0,1,0.335,49,189303.0,37.46,9275858.0
2025-09-13,S06,Riverbank Seafood,5,1,0,1,0.001,93,183508.0,67.55,17066228.0
2025-09-14,S06,Riverbank Seafood,6,1,0,0,0.716,73,189064.0,57.58,13801678.0
2025-09-15,S06,Riverbank Seafood,0,0,0,0,0.46,50,179584.0,34.68,8979209.0
2025-09-16,S06,Riverbank Seafood,1,0,0,0,0.507,58,182580.0,44.04,10589615.0
2025-09-17,S06,Riverbank Seafood,2,0,0,0,0.067,56,204854.0,44.91,11471831.0
2025-09-18,S06,Riverbank Seafood,3,0,0,0,0.245,43,190593.0,31.26,8195500.0
2025-09-19,S06,Riverbank Seafood,4,0,0,1,0.562,62,194226.0,42.76,12042000.0
2025-09-20,S06,Riverbank Seafood,5,1,0,0,0.279,81,192877.0,58.56,15623005.0
2025-09-21,S06,Riverbank Seafood,6,1,0,0,0.066,70,187948.0,46.04,13156328.0
2025-09-22,S06,Riverbank Seafood,0,0,0,0,0.305,68,191083.0,51.98,12993661.0
2025-09-23,S06,Riverbank Seafood,1,0,0,0,0.273,58,195544.0,44.75,11341531.0
2025-09-24,S06,Riverbank Seafood,2,0,0,0,0.05,43,187519.0,26.62,8063328.0
2025-09-25,S06,Riverbank Seafood,3,0,0,0,0.499,48,181567.0,36.69,8715201.0
2025-09-26,S06,Riverbank Seafood,4,0,0,0,0.176,50,190867.0,37.34,9543353.0
2025-09-27,S06,Riverbank Seafood,5,1,0,0,0.589,70,197756.0,48.37,13842918.0
2025-09-28,S06,Riverbank Seafood,6,1,0,0,0.246,68,185197.0,46.14,12593389.0
2025-09-29,S06,Riverbank Seafood,0,0,0,0,0.504,69,176887.0,45.84,12205228.0
2025-09-30,S06,Riverbank Seafood,1,0,0,0,0.42,47,195820.0,33.42,9203523.0
2025-10-01,S06,Riverbank Seafood,2,0,0,1,0.523,71,189857.0,48.62,13479877.0
2025-10-02,S06,Riverbank Seafood,3,0,0,0,0.333,53,186106.0,40.28,9863605.0
2025-10-03,S06,Riverbank Seafood,4,0,0,0,0.587,64,193488.0,44.68,12383248.0
2025-10-04,S06,Riverbank Seafood,5,1,0,0,0.473,96,192357.0,72.01,18466251.0
2025-10-05,S06,Riverbank Seafood,6,1,0,0,0.36,72,192236.0,53.46,13841010.0
2025-10-06,S06,Riverbank Seafood,0,0,0,0,0.442,50,187516.0,33.14,9375795.0
2025-10-07,S06,Riverbank Seafood,1,0,0,0,0.272,65,192102.0,47.65,12486616.0
2025-10-08,S06,Riverbank Seafood,2,0,0,0,0.222,48,203136.0,34.8,9750544.0
2025-10-09,S06,Riverbank Seafood,3,0,0,0,0.657,48,193219.0,34.65,9274495.0
2025-10-10,S06,Riverbank Seafood,4,0,0,0,0.343,61,186207.0,43.06,11358650.0
2025-10-11,S06,Riverbank Seafood,5,1,0,0,0.802,52,193812.0,36.87,10078249.0
2025-10-12,S06,Riverbank Seafood,6,1,0,0,0.324,83,195506.0,60.43,16227029.0
2025-10-13,S06,Riverbank Seafood,0,0,0,0,0.634,61,185849.0,45.22,11336785.0
2025-10-14,S06,Riverbank Seafood,1,0,0,0,0.217,44,174627.0,31.81,7683584.0
2025-10-15,S06,Riverbank Seafood,2,0,0,0,0.144,70,191157.0,54.48,13380980.0
2025-10-16,S06,Riverbank Seafood,3,0,0,1,0.167,75,195093.0,52.23,14631963.0
2025-10-17,S06,Riverbank Seafood,4,0,0,0,0.4,49,198519.0,34.42,9727419.0
2025-10-18,S06,Riverbank Seafood,5,1,0,0,0.0,87,200863.0,59.29,17475114.0
2025-10-19,S06,Riverbank Seafood,6,1,0,0,0.299,75,191859.0,49.8,14389435.0
2025-10-20,S06,Riverbank Seafood,0,0,0,0,0.483,56,182398.0,42.81,10214313.0
2025-10-21,S06,Riverbank Seafood,1,0,0,0,0.172,51,182765.0,37.92,9321034.0
2025-10-22,S06,Riverbank Seafood,2,0,0,0,0.538,55,182972.0,41.78,10063461.0
2025-10-23,S06,Riverbank Seafood,3,0,0,0,0.417,46,185669.0,35.13,8540794.0
2025-10-24,S06,Riverbank Seafood,4,0,0,1,0.543,49,185749.0,34.92,9101683.0
2025-10-25,S06,Riverbank Seafood,5,1,0,0,0.146,94,198033.0,64.75,18615072.0
2025-10-26,S06,Riverbank Seafood,6,1,0,0,0.408,71,186541.0,55.03,13244426.0
2025-10-27,S06,Riverbank Seafood,0,0,0,0,0.349,65,194415.0,48.97,12636967.0
2025-10-28,S06,Riverbank Seafood,1,0,0,0,0.687,72,195147.0,49.22,14050595.0
2025-10-29,S06,Riverbank Seafood,2,0,0,0,0.315,66,176559.0,48.93,11652924.0
2025-10-30,S06,Riverbank Seafood,3,0,0,0,0.495,58,183963.0,42.51,10669827.0
2025-10-31,S06,Riverbank Seafood,4,0,0,0,0.469,71,198298.0,47.65,14079184.0
2025-11-01,S06,Riverbank Seafood,5,1,0,0,0.307,91,196570.0,69.35,17887825.0
2025-11-02,S06,Riverbank Seafood,6,1,0,0,0.465,89,188078.0,57.41,16738953.0
2025-11-03,S06,Riverbank Seafood,0,0,0,0,0.316,75,195160.0,49.97,14637028.0
2025-11-04,S06,Riverbank Seafood,1,0,0,0,0.689,68,185588.0,48.59,12619953.0
2025-11-05,S06,Riverbank Seafood,2,0,0,0,0.567,55,202421.0,41.9,11133131.0
2025-11-06,S06,Riverbank Seafood,3,0,0,0,0.142,85,193621.0,55.85,16457772.0
2025-11-07,S06,Riverbank Seafood,4,0,0,0,1.0,63,184361.0,42.62,11614744.0
2025-11-08,S06,Riverbank Seafood,5,1,0,0,0.55,109,191886.0,84.38,20915597.0
2025-11-09,S06,Riverbank Seafood,6,1,0,0,0.413,103,200507.0,75.58,20652179.0
2025-11-10,S06,Riverbank Seafood,0,0,0,0,0.393,60,172361.0,45.35,10341638.0
2025-11-11,S06,Riverbank Seafood,1,0,0,0,0.328,85,200617.0,63.16,17052469.0
2025-11-12,S06,Riverbank Seafood,2,0,0,0,0.481,79,191827.0,52.49,15154329.0
2025-11-13,S06,Riverbank Seafood,3,0,0,0,0.0,80,190174.0,54.87,15213942.0
2025-11-14,S06,Riverbank Seafood,4,0,0,0,0.748,84,184788.0,58.78,15522168.0
2025-11-15,S06,Riverbank Seafood,5,1,0,0,0.521,104,175055.0,75.33,18205705.0
2025-11-16,S06,Riverbank Seafood,6,1,0,0,0.573,106,187168.0,85.42,19839776.0
2025-11-17,S06,Riverbank Seafood,0,0,0,0,0.524,76,195243.0,49.94,14838492.0
2025-11-18,S06,Riverbank Seafood,1,0,0,0,0.138,83,199504.0,57.56,16558797.0
2025-11-19,S06,Riverbank Seafood,2,0,0,0,0.683,80,197553.0,59.44,15804210.0
2025-11-20,S06,Riverbank Seafood,3,0,0,0,0.53,101,185157.0,68.53,18700832.0
2025-11-21,S06,Riverbank Seafood,4,0,0,0,0.579,95,185919.0,59.63,17662259.0
2025-11-22,S06,Riverbank Seafood,5,1,0,0,0.49,117,191371.0,81.59,22390365.0
2025-11-23,S06,Riverbank Seafood,6,1,0,0,0.449,126,191209.0,93.57,24092321.0
2025-11-24,S06,Riverbank Seafood,0,0,0,0,0.194,99,196015.0,76.22,19405531.0
2025-11-25,S06,Riverbank Seafood,1,0,0,0,0.187,90,186693.0,65.54,16802359.0
2025-11-26,S06,Riverbank Seafood,2,0,0,0,0.155,89,174051.0,52.09,15490560.0
2025-11-27,S06,Riverbank Seafood,3,0,0,0,0.844,103,182565.0,74.83,18804240.0
2025-11-28,S06,Riverbank Seafood,4,0,0,0,0.118,92,188286.0,65.51,17322331.0
2025-11-29,S06,Riverbank Seafood,5,1,0,0,0.513,126,190275.0,84.77,23974667.0
2025-11-30,S06,Riverbank Seafood,6,1,0,0,0.08,150,187432.0,95.88,28114785.0
2025-12-01,S06,Riverbank Seafood,0,0,0,0,0.13,122,185601.0,91.43,22643316.0
2025-12-02,S06,Riverbank Seafood,1,0,0,0,0.189,108,194206.0,78.3,20974286.0
2025-12-03,S06,Riverbank Seafood,2,0,0,0,0.114,115,186305.0,84.54,21425092.0
2025-12-04,S06,Riverbank Seafood,3,0,0,0,0.514,106,194880.0,79.47,20657299.0
2025-12-05,S06,Riverbank Seafood,4,0,0,0,0.373,109,197084.0,76.17,21482124.0
2025-12-06,S06,Riverbank Seafood,5,1,0,0,0.479,142,180823.0,105.31,25676836.0
2025-12-07,S06,Riverbank Seafood,6,1,0,0,0.054,169,170718.0,118.76,28851390.0
2025-12-08,S06,Riverbank Seafood,0,0,0,0,0.314,114,195798.0,73.63,22320947.0
2025-12-09,S06,Riverbank Seafood,1,0,0,0,0.393,130,180608.0,91.46,23479088.0
2025-12-10,S06,Riverbank Seafood,2,0,0,0,0.173,130,190203.0,90.48,24726332.0
2025-12-11,S06,Riverbank Seafood,3,0,0,1,0.267,136,180390.0,96.4,24533069.0
2025-12-12,S06,Riverbank Seafood,4,0,0,0,0.228,123,191823.0,85.6,23594249.0
2025-12-13,S06,Riverbank Seafood,5,1,0,0,0.812,166,181989.0,112.96,30210160.0
2025-12-14,S06,Riverbank Seafood,6,1,0,0,0.591,152,191822.0,122.55,29156872.0
2025-12-15,S06,Riverbank Seafood,0,0,0,0,0.521,124,185530.0,94.95,23005664.0
2025-12-16,S06,Riverbank Seafood,1,0,0,0,0.648,112,186367.0,75.37,20873154.0
2025-12-17,S06,Riverbank Seafood,2,0,0,0,0.295,106,188227.0,73.99,19952027.0
2025-12-18,S06,Riverbank Seafood,3,0,0,0,0.465,119,186515.0,84.47,22195287.0
2025-12-19,S06,Riverbank Seafood,4,0,0,0,0.216,127,181423.0,83.31,23040691.0
2025-12-20,S06,Riverbank Seafood,5,1,0,0,0.421,187,197915.0,154.0,37010050.0
2025-12-21,S06,Riverbank Seafood,6,1,0,0,0.328,169,195294.0,122.55,33004685.0
2025-12-22,S06,Riverbank Seafood,0,0,0,0,0.429,122,192672.0,88.92,23506007.0
2025-12-23,S06,Riverbank Seafood,1,0,0,0,0.243,151,205582.0,101.48,31042933.0
2025-12-24,S06,Riverbank Seafood,2,0,0,0,0.0,155,175787.0,108.08,27246958.0
2025-12-25,S06,Riverbank Seafood,3,0,0,0,0.337,148,175884.0,104.26,26030894.0
2025-12-26,S06,Riverbank Seafood,4,0,0,0,0.696,135,181053.0,94.45,24442175.0
2025-12-27,S06,Riverbank Seafood,5,1,0,0,0.523,178,187970.0,126.35,33458707.0
2025-12-28,S06,Riverbank Seafood,6,1,0,0,0.038,203,200558.0,142.82,40713257.0
2025-12-29,S06,Riverbank Seafood,0,0,0,0,0.408,165,190067.0,126.6,31361129.0
2025-12-30,S06,Riverbank Seafood,1,0,0,1,0.328,176,184117.0,125.17,32404520.0
2025-12-31,S06,Riverbank Seafood,2,0,0,0,0.22,154,195386.0,105.39,30089502.0
2025-01-01,S07,Green Bowl Vegan,2,0,1,0,0.395,191,90128.0,63.48,17214460.0
2025-01-02,S07,Green Bowl Vegan,3,0,0,1,0.729,163,102415.0,51.4,16693607.0
2025-01-03,S07,Green Bowl Vegan,4,0,0,0,0.624,127,101784.0,45.08,12926526.0
2025-01-04,S07,Green Bowl Vegan,5,1,0,0,0.314,150,104959.0,52.93,15743923.0
2025-01-05,S07,Green Bowl Vegan,6,1,0,0,0.297,163,98646.0,56.75,16079248.0
2025-01-06,S07,Green Bowl Vegan,0,0,0,1,0.224,163,98330.0,49.61,16027852.0
2025-01-07,S07,Green Bowl Vegan,1,0,0,1,0.278,184,105772.0,55.26,19462008.0
2025-01-08,S07,Green Bowl Vegan,2,0,0,0,0.333,154,92454.0,55.49,14237894.0
2025-01-09,S07,Green Bowl Vegan,3,0,0,0,0.368,129,98289.0,46.09,12679318.0
2025-01-10,S07,Green Bowl Vegan,4,0,0,0,0.615,155,95487.0,57.74,14800470.0
2025-01-11,S07,Green Bowl Vegan,5,1,0,0,0.39,165,98272.0,47.25,16214833.0
2025-01-12,S07,Green Bowl Vegan,6,1,0,0,0.107,193,104217.0,68.97,20113967.0
2025-01-13,S07,Green Bowl Vegan,0,0,0,0,0.178,152,105615.0,49.53,16053504.0
2025-01-14,S07,Green Bowl Vegan,1,0,0,0,0.586,163,104504.0,58.87,17034172.0
2025-01-15,S07,Green Bowl Vegan,2,0,0,0,0.391,131,98109.0,46.2,12852317.0
2025-01-16,S07,Green Bowl Vegan,3,0,0,1,0.377,181,94221.0,57.84,17053939.0
2025-01-17,S07,Green Bowl Vegan,4,0,0,0,0.755,143,99104.0,45.76,14171811.0
2025-01-18,S07,Green Bowl Vegan,5,1,0,0,0.732,141,99818.0,49.49,14074398.0
2025-01-19,S07,Green Bowl Vegan,6,1,0,0,0.709,181,97085.0,64.03,17572339.0
2025-01-20,S07,Green Bowl Vegan,0,0,0,0,0.254,165,100632.0,56.83,16604326.0
2025-01-21,S07,Green Bowl Vegan,1,0,0,0,0.287,157,94698.0,54.38,14867526.0
2025-01-22,S07,Green Bowl Vegan,2,0,0,0,0.576,143,95736.0,53.15,13690289.0
2025-01-23,S07,Green Bowl Vegan,3,0,0,0,0.386,158,102441.0,57.5,16185754.0
2025-01-24,S07,Green Bowl Vegan,4,0,0,0,0.385,151,105547.0,53.98,15937572.0
2025-01-25,S07,Green Bowl Vegan,5,1,0,0,0.665,159,103530.0,58.85,16461263.0
2025-01-26,S07,Green Bowl Vegan,6,1,0,0,0.496,181,108250.0,58.8,19593330.0
2025-01-27,S07,Green Bowl Vegan,0,0,0,0,0.383,149,97530.0,50.67,14531918.0
2025-01-28,S07,Green Bowl Vegan,1,0,0,0,0.442,172,98934.0,56.58,17016604.0
2025-01-29,S07,Green Bowl Vegan,2,0,1,0,0.379,224,102351.0,77.4,22926520.0
2025-01-30,S07,Green Bowl Vegan,3,0,1,0,0.268,230,102407.0,84.29,23553511.0
2025-01-31,S07,Green Bowl Vegan,4,0,0,0,0.406,173,92299.0,60.34,15967642.0
2025-02-01,S07,Green Bowl Vegan,5,1,0,0,0.367,215,99190.0,69.31,21325836.0
2025-02-02,S07,Green Bowl Vegan,6,1,0,0,0.277,176,106244.0,63.67,18698998.0
2025-02-03,S07,Green Bowl Vegan,0,0,0,0,0.302,167,104047.0,57.82,17375770.0
2025-02-04,S07,Green Bowl Vegan,1,0,0,0,0.864,153,99346.0,55.41,15199939.0
2025-02-05,S07,Green Bowl Vegan,2,0,0,0,0.529,159,93179.0,54.97,14815493.0
2025-02-06,S07,Green Bowl Vegan,3,0,0,0,0.25,167,102786.0,55.22,17165328.0
2025-02-07,S07,Green Bowl Vegan,4,0,0,0,0.305,173,91831.0,56.92,15886822.0
2025-02-08,S07,Green Bowl Vegan,5,1,0,0,0.425,197,105210.0,73.06,20726452.0
2025-02-09,S07,Green Bowl Vegan,6,1,0,0,0.35,182,98070.0,64.05,17848755.0
2025-02-10,S07,Green Bowl Vegan,0,0,0,0,0.505,167,101084.0,61.08,16881111.0
2025-02-11,S07,Green Bowl Vegan,1,0,0,0,0.374,164,94638.0,53.48,15520687.0
2025-02-12,S07,Green Bowl Vegan,2,0,0,0,0.484,155,96024.0,53.47,14883773.0
2025-02-13,S07,Green Bowl Vegan,3,0,0,0,0.467,168,95164.0,57.3,15987584.0
2025-02-14,S07,Green Bowl Vegan,4,0,0,0,0.21,179,99833.0,58.08,17870161.0
2025-02-15,S07,Green Bowl Vegan,5,1,0,0,0.073,200,92832.0,66.58,18566360.0
2025-02-16,S07,Green Bowl Vegan,6,1,0,0,0.104,200,106359.0,69.67,21271727.0
2025-02-17,S07,Green Bowl Vegan,0,0,0,0,0.349,183,104647.0,60.24,19150479.0
2025-02-18,S07,Green Bowl Vegan,1,0,0,0,0.104,189,92490.0,62.47,17480554.0
2025-02-19,S07,Green Bowl Vegan,2,0,0,1,0.595,195,99556.0,59.92,19413414.0
2025-02-20,S07,Green Bowl Vegan,3,0,0,0,0.139,183,106668.0,65.7,19520228.0
2025-02-21,S07,Green Bowl Vegan,4,0,0,0,1.0,145,102568.0,44.77,14872309.0
2025-02-22,S07,Green Bowl Vegan,5,1,0,0,0.11,210,98219.0,70.08,20626075.0
2025-02-23,S07,Green Bowl Vegan,6,1,0,0,0.267,205,101217.0,63.5,20749398.0
2025-02-24,S07,Green Bowl Vegan,0,0,0,0,0.391,187,103571.0,62.76,19367824.0
2025-02-25,S07,Green Bowl Vegan,1,0,0,0,0.205,192,96835.0,64.21,18592377.0
2025-02-26,S07,Green Bowl Vegan,2,0,0,0,0.49,171,94973.0,59.65,16240407.0
2025-02-27,S07,Green Bowl Vegan,3,0,0,0,0.259,175,102717.0,57.93,17975435.0
2025-02-28,S07,Green Bowl Vegan,4,0,0,0,0.37,177,96422.0,60.53,17066627.0
2025-03-01,S07,Green Bowl Vegan,5,1,0,0,0.294,193,93477.0,65.86,18041093.0
2025-03-02,S07,Green Bowl Vegan,6,1,0,0,0.094,221,100995.0,79.53,22319910.0
2025-03-03,S07,Green Bowl Vegan,0,0,0,1,0.507,235,96818.0,74.89,22752238.0
2025-03-04,S07,Green Bowl Vegan,1,0,0,0,0.731,190,94376.0,61.78,17931358.0
2025-03-05,S07,Green Bowl Vegan,2,0,0,0,0.625,161,90291.0,61.86,14536827.0
2025-03-06,S07,Green Bowl Vegan,3,0,0,1,0.471,213,99826.0,65.84,21262912.0
2025-03-07,S07,Green Bowl Vegan,4,0,0,0,0.401,161,96814.0,53.54,15587075.0
2025-03-08,S07,Green Bowl Vegan,5,1,0,0,0.27,197,90858.0,67.56,17898954.0
2025-03-09,S07,Green Bowl Vegan,6,1,0,0,0.105,217,96844.0,71.74,21015104.0
2025-03-10,S07,Green Bowl Vegan,0,0,0,0,0.517,168,98248.0,54.35,16505667.0
2025-03-11,S07,Green Bowl Vegan,1,0,0,0,0.61,184,102430.0,63.8,18847075.0
2025-03-12,S07,Green Bowl Vegan,2,0,0,1,0.024,236,97118.0,86.13,22919932.0
2025-03-13,S07,Green Bowl Vegan,3,0,0,1,0.433,222,102538.0,74.87,22763455.0
2025-03-14,S07,Green Bowl Vegan,4,0,0,1,0.039,222,89049.0,79.04,19768942.0
2025-03-15,S07,Green Bowl Vegan,5,1,0,0,0.559,191,95791.0,64.47,18296061.0
